Geneid	LdNA_IDs	blast_annotation
LDECv5g03019	LdNA_10132	Large ribosomal subunit protein eL37; Spodoptera frugiperda 
LDECv5g03020	LdNA_10131	"rRNA methyltransferase 3, mitochondrial; Homo sapiens "
LDECv5g03021	LdNA_10129	Dual specificity protein phosphatase Mpk3; Drosophila melanogaster 
LDECv5g03022	LdNA_10128	Double-strand break repair protein MRE11; Rattus norvegicus 
LDECv5g03023	LdNA_10127	Spermatogenesis associated 6-like protein; Rattus norvegicus 
LDECv5g03024	LdNA_10126	Nardilysin; Mus musculus 
LDECv5g03025	LdNA_10125	-
LDECv5g03026	LdNA_10124	Protein phosphatase PP2A 55 kDa regulatory subunit; Drosophila melanogaster 
LDECv5g03027	LdNA_10123	Transferrin 2; Drosophila melanogaster 
LDECv5g03028	LdNA_10122	-
LDECv5g03029	LdNA_10121	Ubiquitin-like domain-containing CTD phosphatase 1; Drosophila melanogaster 
LDECv5g03030	LdNA_10120	Gem-associated protein 2; Xenopus laevis 
LDECv5g03031	LdNA_10119	"Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Caenorhabditis elegans "
LDECv5g03032	LdNA_10118	Protein Star; Drosophila melanogaster 
LDECv5g03033	LdNA_10117	Protein aveugle; Drosophila melanogaster 
LDECv5g03034	LdNA_10116	Exosome complex component RRP40; Drosophila melanogaster 
LDECv5g03035	LdNA_10115	Phosphoacetylglucosamine mutase; Homo sapiens 
LDECv5g03036	LdNA_10099	"cAMP-specific 3',5'-cyclic phosphodiesterase; Drosophila melanogaster "
LDECv5g03037	LdNA_10098	"Beta-1,3-glucan-binding protein; Penaeus monodon "
LDECv5g03038	LdNA_10097	"Beta-1,3-glucan-binding protein; Penaeus monodon "
LDECv5g03039	LdNA_10095	"Beta-1,3-glucan-binding protein; Tenebrio molitor "
LDECv5g03041	LdNA_10092	-
LDECv5g03042	LdNA_10091	-
LDECv5g03043	LdNA_10090	-
LDECv5g03044	LdNA_10089	-
LDECv5g03045	LdNA_10088	Fez family zinc finger protein 2; Bos taurus 
LDECv5g03046	LdNA_10087	"Beta-1,3-glucan-binding protein; Plodia interpunctella "
LDECv5g03047	LdNA_10086	PRKCA-binding protein; Homo sapiens 
LDECv5g03048	LdNA_10085	-
LDECv5g03049	LdNA_10084	Palmitoyl-protein thioesterase 1; Bos taurus 
LDECv5g03050	LdNA_10083	Palmitoyl-protein thioesterase 1; Bos taurus 
LDECv5g03051	LdNA_10082	Dorsal root ganglia homeobox protein; Mus musculus 
LDECv5g03052	LdNA_10079	Chitooligosaccharidolytic beta-N-acetylglucosaminidase; Ostrinia furnacalis 
LDECv5g03053	LdNA_10077	"Alanine--glyoxylate aminotransferase 2, mitochondrial; Mus musculus "
LDECv5g03054	LdNA_10078	Chitooligosaccharidolytic beta-N-acetylglucosaminidase; Bombyx mori 
LDECv5g03055	LdNA_10076	"Dimethyladenosine transferase 1, mitochondrial; Homo sapiens "
LDECv5g03056	LdNA_10075	Endosome-associated-trafficking regulator 1; Mus musculus 
LDECv5g03057	LdNA_10074	Mpv17-like protein; Xenopus laevis 
LDECv5g03058	LdNA_10073	-
LDECv5g03059	LdNA_10071	Protein phosphatase 1 regulatory inhibitor subunit 16B; Bos taurus 
LDECv5g03060	LdNA_10068	Peptide methionine sulfoxide reductase; Drosophila melanogaster 
LDECv5g03061	LdNA_10067	Lipid droplet-regulating VLDL assembly factor AUP1; Danio rerio 
LDECv5g03062	LdNA_10065	Mucolipin-3; Mus musculus 
LDECv5g03063	LdNA_10063	-
LDECv5g03064	LdNA_10062	Facilitated trehalose transporter Tret1; Bombyx mori 
LDECv5g03065	LdNA_10061	Collagen alpha-5(VI) chain; Mus musculus 
LDECv5g03066	LdNA_10059	Facilitated trehalose transporter Tret1; Culex quinquefasciatus 
LDECv5g03068	LdNA_10053	DNA ligase 1; Xenopus laevis 
LDECv5g03074	LdNA_10044	AP-2 complex subunit mu; Gallus gallus 
LDECv5g03075	LdNA_10043	GPN-loop GTPase 3; Danio rerio 
LDECv5g03080	LdNA_10037	-
LDECv5g03084	LdNA_10033	Glutamate [NMDA] receptor subunit 1; Drosophila persimilis 
LDECv5g03086	LdNA_10031	26S proteasome non-ATPase regulatory subunit 11; Drosophila melanogaster 
LDECv5g03088	LdNA_10029	Ras-related protein Rab6; Drosophila melanogaster 
LDECv5g03092	LdNA_10025	Ring canal kelch homolog; Anopheles stephensi 
LDECv5g03094	LdNA_10022	Dihydropyrimidinase; Homo sapiens 
LDECv5g03095	LdNA_10021	-
LDECv5g03097	LdNA_10019	"Beta-1,3-glucan-binding protein; Penaeus monodon "
LDECv5g03099	LdNA_9962	Roundabout homolog 2; Homo sapiens 
LDECv5g03100	LdNA_9959	-
LDECv5g03101	LdNA_9957	Translocon-associated protein subunit delta; Mus musculus 
LDECv5g03103	LdNA_10008	Chymotrypsin BI; Penaeus vannamei 
LDECv5g03104	LdNA_10003	Protein N-terminal asparagine amidohydrolase; Sus scrofa 
LDECv5g03105	LdNA_9948	GTP-binding protein Di-Ras2; Pongo abelii 
LDECv5g03106	LdNA_9947	-
LDECv5g03107	LdNA_9946	-
LDECv5g03108	LdNA_9945	1-phosphatidylinositol 3-phosphate 5-kinase; Homo sapiens 
LDECv5g03109	LdNA_9991	Solute carrier family 53 member 1; Homo sapiens 
LDECv5g03111	LdNA_9943	Diphosphomevalonate decarboxylase; Danio rerio 
LDECv5g03113	LdNA_9941	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1; Mus musculus "
LDECv5g03116	LdNA_9938	-
LDECv5g03117	LdNA_9983	Myophilin; Echinococcus granulosus 
LDECv5g03118	LdNA_9935	Fas-binding factor 1; Mus musculus 
LDECv5g03119	LdNA_9981	Ubiquitin domain-containing protein UBFD1; Homo sapiens 
LDECv5g03120	LdNA_9932	Polycomb protein SUZ12; Homo sapiens 
LDECv5g03121	LdNA_9979	Large ribosomal subunit protein eL28; Spodoptera frugiperda 
LDECv5g03123	LdNA_9928	Serine/threonine-protein kinase meng-po; Drosophila melanogaster 
LDECv5g03124	LdNA_9927	G-protein-signaling modulator 2; Homo sapiens 
LDECv5g03125	LdNA_9974	SURF1-like protein; Drosophila melanogaster 
LDECv5g03126	LdNA_9973	Viral IAP-associated factor homolog; Drosophila melanogaster 
LDECv5g03127	LdNA_9924	Cyclic GMP-AMP synthase-like receptor; Tribolium castaneum 
LDECv5g03128	LdNA_9923	-
LDECv5g03129	LdNA_9922	MFS-type transporter clz9; Cochliobolus lunatus 
LDECv5g03130	LdNA_9920	Cyclic GMP-AMP synthase-like receptor; Tribolium castaneum 
LDECv5g03133	LdNA_9967	Eukaryotic translation initiation factor eIF1; Anopheles gambiae 
LDECv5g03134	LdNA_9916	Three prime repair exonuclease 2; Homo sapiens 
LDECv5g03135	LdNA_9913	Mitogen-activated protein kinase kinase kinase 12; Homo sapiens 
LDECv5g03136	LdNA_9912	Armadillo repeat-containing protein 1; Mus musculus 
LDECv5g03137	LdNA_9845	-
LDECv5g03138	LdNA_20750	-
LDECv5g03139	LdNA_9883	-
LDECv5g03140	LdNA_9875	Zinc finger protein 391; Homo sapiens 
LDECv5g03141	LdNA_9868	"Calcium uptake protein 3, mitochondrial; Homo sapiens "
LDECv5g03142	LdNA_9866	-
LDECv5g03143	LdNA_9806	-
LDECv5g03144	LdNA_9863	Syntaxin-17; Homo sapiens 
LDECv5g03145	LdNA_9804	Dehydrogenase/reductase SDR family member 7; Homo sapiens 
LDECv5g03146	LdNA_9803	Small ribosomal subunit protein uS2m; Mus musculus 
LDECv5g03147	LdNA_9860	Motile sperm domain-containing protein 2; Homo sapiens 
LDECv5g03148	LdNA_9859	Acyl-coenzyme A diphosphatase FITM2; Drosophila melanogaster 
LDECv5g03149	LdNA_9858	Zinc finger protein 778; Homo sapiens 
LDECv5g03150	LdNA_9857	TGF-beta receptor type-1; Sus scrofa 
LDECv5g03151	LdNA_9856	Polyadenylate-binding protein-interacting protein 1; Mus musculus 
LDECv5g03152	LdNA_9855	Locomotion-related protein Hikaru genki; Drosophila melanogaster 
LDECv5g03153	LdNA_9854	Rhythmically expressed gene 2 protein; Drosophila melanogaster 
LDECv5g03154	LdNA_9853	E3 ubiquitin-protein ligase MYCBP2; Danio rerio 
LDECv5g03155	LdNA_9852	-
LDECv5g03156	LdNA_9791	-
LDECv5g03157	LdNA_9788	Sodium-dependent nutrient amino acid transporter 1; Drosophila erecta 
LDECv5g03158	LdNA_9787	"Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial; Drosophila melanogaster "
LDECv5g03160	LdNA_9713	-
LDECv5g03161	LdNA_9708	E3 ubiquitin-protein ligase RBBP6; Homo sapiens 
LDECv5g03162	LdNA_9707	E3 ubiquitin-protein ligase RBBP6; Mus musculus 
LDECv5g03163	LdNA_9706	E3 ubiquitin-protein ligase RBBP6; Mus musculus 
LDECv5g03164	LdNA_9705	E3 ubiquitin-protein ligase RBBP6; Homo sapiens 
LDECv5g03165	LdNA_9704	E3 ubiquitin-protein ligase RBBP6; Mus musculus 
LDECv5g03166	LdNA_9702	E3 ubiquitin-protein ligase RBBP6; Mus musculus 
LDECv5g03167	LdNA_9698	Serine-arginine protein 55; Drosophila melanogaster 
LDECv5g03170	LdNA_9695	Serine-arginine protein 55; Drosophila melanogaster 
LDECv5g03171	LdNA_9694	Zinc finger protein 227; Homo sapiens 
LDECv5g03172	LdNA_9754	Zinc finger protein 263; Mus musculus 
LDECv5g03173	LdNA_9691	-
LDECv5g03174	LdNA_9689	-
LDECv5g03175	LdNA_9688	-
LDECv5g03176	LdNA_9687	-
LDECv5g03177	LdNA_9686	AH receptor-interacting protein; Mus musculus 
LDECv5g03178	LdNA_9742	Protein lifeguard 4; Mus musculus 
LDECv5g03179	LdNA_9741	Casein kinase I isoform alpha; Xenopus laevis 
LDECv5g03180	LdNA_9683	-
LDECv5g03181	LdNA_9681	-
LDECv5g03182	LdNA_9679	Ran GTPase-activating protein 1; Homo sapiens 
LDECv5g03183	LdNA_9735	"Acyl-CoA synthetase short-chain family member 3, mitochondrial; Rattus norvegicus "
LDECv5g03184	LdNA_9734	Ras-like GTP-binding protein Rho1; Drosophila melanogaster 
LDECv5g03185	LdNA_9733	Transcription initiation factor IIA subunit 1; Drosophila melanogaster 
LDECv5g03186	LdNA_9732	Protein SDA1 homolog; Homo sapiens 
LDECv5g03187	LdNA_9731	Major facilitator superfamily domain-containing protein 6; Mus musculus 
LDECv5g03188	LdNA_9730	Ran GTPase-activating protein 1; Homo sapiens 
LDECv5g03190	LdNA_9729	Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog; Caenorhabditis elegans 
LDECv5g03191	LdNA_9728	Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog; Caenorhabditis elegans 
LDECv5g03192	LdNA_9727	O-acyltransferase like protein; Mus musculus 
LDECv5g03193	LdNA_9726	O-acyltransferase like protein; Mus musculus 
LDECv5g03194	LdNA_9725	O-acyltransferase like protein; Mus musculus 
LDECv5g03195	LdNA_9720	O-acyltransferase like protein; Mus musculus 
LDECv5g03196	LdNA_9721	Farnesol dehydrogenase; Aedes aegypti 
LDECv5g03272	LdNA_26843	-
LDECv5g03366	LdNA_13853	-
LDECv5g03368	LdNA_13852	Putative nuclease HARBI1; Danio rerio 
LDECv5g03369	LdNA_13847	-
LDECv5g03370	LdNA_13842	Protein disconnected; Drosophila melanogaster 
LDECv5g03371	LdNA_13841	Solute carrier family 12 member 8; Xenopus laevis 
LDECv5g03372	LdNA_13840	Very-long-chain 3-oxoacyl-CoA reductase; Xenopus tropicalis 
LDECv5g03373	LdNA_13838	Nuclear factor interleukin-3-regulated protein; Xenopus tropicalis 
LDECv5g03374	LdNA_13837	Vitellogenin; Anthonomus grandis 
LDECv5g03375	LdNA_13832	SEC23-interacting protein; Mus musculus 
LDECv5g03376	LdNA_13836	-
LDECv5g03377	LdNA_13829	G protein alpha i subunit; Drosophila melanogaster 
LDECv5g03378	LdNA_13828	Short stature homeobox protein 2; Mus musculus 
LDECv5g03379	LdNA_13827	Cyclin G; Drosophila melanogaster 
LDECv5g03380	LdNA_13825	RNA-binding protein 5; Xenopus tropicalis 
LDECv5g03381	LdNA_13823	-
LDECv5g03383	LdNA_13821	OTU domain-containing protein 5-A; Danio rerio 
LDECv5g03384	LdNA_13820	Thioredoxin-like protein 4A; Mus musculus 
LDECv5g03385	LdNA_13819	Krueppel-like factor 15; Mus musculus 
LDECv5g03386	LdNA_13818	Neuronal acetylcholine receptor subunit alpha-7; Gallus gallus 
LDECv5g03387	LdNA_13816	-
LDECv5g03389	LdNA_13811	Histone deacetylase 6; Homo sapiens 
LDECv5g03390	LdNA_13810	Phosphoglycerate mutase 2; Homo sapiens 
LDECv5g03391	LdNA_13809	-
LDECv5g03392	LdNA_13808	Chromodomain-helicase-DNA-binding protein 1; Drosophila melanogaster 
LDECv5g03393	LdNA_13807	SHC-transforming protein 1; Rattus norvegicus 
LDECv5g03394	LdNA_13804	Pleckstrin homology domain-containing family A member 7; Danio rerio 
LDECv5g03395	LdNA_13803	Leucine-rich repeats and immunoglobulin-like domains protein 3; Mus musculus 
LDECv5g03396	LdNA_13802	F-box/LRR-repeat protein 7; Mus musculus 
LDECv5g03397	LdNA_13801	-
LDECv5g03398	LdNA_13799	AP-2 complex subunit alpha; Anopheles gambiae 
LDECv5g03399	LdNA_13798	"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial; Rattus norvegicus "
LDECv5g03400	LdNA_13797	-
LDECv5g03401	LdNA_13796	Sodium- and chloride-dependent GABA transporter 1; Homo sapiens 
LDECv5g03402	LdNA_13795	Fork head domain-containing protein FD5; Drosophila melanogaster 
LDECv5g03404	LdNA_13794	-
LDECv5g03405	LdNA_13793	"Furin-like protease 1, isoform 1-CRR; Drosophila melanogaster "
LDECv5g03406	LdNA_13792	Dual specificity protein phosphatase CDC14A; Homo sapiens 
LDECv5g03407	LdNA_13791	Palmitoyltransferase ZDHHC2; Danio rerio 
LDECv5g03408	LdNA_13790	HEAT repeat-containing protein 5B; Xenopus tropicalis 
LDECv5g03409	LdNA_13788	Cytokine receptor; Drosophila melanogaster 
LDECv5g03410	LdNA_13787	Elongation factor 1-alpha 1; Drosophila melanogaster 
LDECv5g03411	LdNA_13786	FERM domain-containing protein 4A; Homo sapiens 
LDECv5g03412	LdNA_13785	Endoribonuclease Dcr-1; Drosophila melanogaster 
LDECv5g03413	LdNA_13784	ADP-ribosylation factor 6; Gallus gallus 
LDECv5g03414	LdNA_13783	Eukaryotic translation initiation factor 2D; Rattus norvegicus 
LDECv5g03415	LdNA_13782	FHIP family protein AGAP011705; Anopheles gambiae 
LDECv5g03416	LdNA_13781	Exocyst complex component 3; Drosophila melanogaster 
LDECv5g03417	LdNA_13780	Exonuclease 1; Drosophila melanogaster 
LDECv5g03418	LdNA_13779	NEDD8-conjugating enzyme UBE2F; Mus musculus 
LDECv5g03419	LdNA_13778	-
LDECv5g03420	LdNA_13776	-
LDECv5g03421	LdNA_13774	-
LDECv5g03422	LdNA_13773	Zinc finger protein 706; Gallus gallus 
LDECv5g03423	LdNA_13772	Tyrosine-protein kinase CSK; Mus musculus 
LDECv5g03424	LdNA_13771	GILT-like protein 1; Drosophila melanogaster 
LDECv5g03425	LdNA_13769	Translational regulator orb2; Drosophila melanogaster 
LDECv5g03426	LdNA_13768	AP-3 complex subunit beta-2; Homo sapiens 
LDECv5g03427	LdNA_13767	"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase; Mus musculus "
LDECv5g03428	LdNA_13766	Probable very-long-chain enoyl-CoA reductase art-1; Caenorhabditis elegans 
LDECv5g03429	LdNA_13764	U1 small nuclear ribonucleoprotein 70 kDa; Drosophila melanogaster 
LDECv5g03430	LdNA_13763	Major facilitator superfamily domain-containing protein 10; Mus musculus 
LDECv5g03431	LdNA_13762	CTTNBP2 N-terminal-like protein; Drosophila melanogaster 
LDECv5g03432	LdNA_13748	Nuclear factor 1 A-type; Rattus norvegicus 
LDECv5g03433	LdNA_13747	-
LDECv5g03434	LdNA_13745	-
LDECv5g03435	LdNA_13744	Sorting nexin-17; Danio rerio 
LDECv5g03437	LdNA_13741	-
LDECv5g03438	LdNA_13740	Protein shifted; Drosophila melanogaster 
LDECv5g03439	LdNA_13738	Very low-density lipoprotein receptor; Oryctolagus cuniculus 
LDECv5g03440	LdNA_13739	Proteoglycan 4; Homo sapiens 
LDECv5g03441	LdNA_13734	-
LDECv5g03442	LdNA_13733	-
LDECv5g03443	LdNA_13720	Venom carboxylesterase-6; Apis mellifera 
LDECv5g03444	LdNA_13718	-
LDECv5g03445	LdNA_13716	-
LDECv5g03446	LdNA_13714	-
LDECv5g03448	LdNA_13711	-
LDECv5g03449	LdNA_13710	"Dynein beta chain, ciliary; Heliocidaris crassispina "
LDECv5g03450	LdNA_13706	Ubiquilin-1; Homo sapiens 
LDECv5g03451	LdNA_13705	Dual specificity mitogen-activated protein kinase kinase dSOR1; Drosophila melanogaster 
LDECv5g03452	LdNA_13704	Neurofibromin; Rattus norvegicus 
LDECv5g03453	LdNA_13703	Polyadenylate-binding protein 1; Mus musculus 
LDECv5g03454	LdNA_13701	Twitchin; Caenorhabditis elegans 
LDECv5g03455	LdNA_13700	Ataxin-7; Mus musculus 
LDECv5g03456	LdNA_13699	Gelsolin; Drosophila melanogaster 
LDECv5g03457	LdNA_13698	WAS protein family homolog 2; Homo sapiens 
LDECv5g03458	LdNA_13697	Zinc finger protein 367; Rattus norvegicus 
LDECv5g03460	LdNA_13694	-
LDECv5g03461	LdNA_13693	Facilitated trehalose transporter Tret1; Culex quinquefasciatus 
LDECv5g03462	LdNA_13692	Myosuppressin; Camponotus floridanus 
LDECv5g03463	LdNA_13691	GILT-like protein 1; Drosophila melanogaster 
LDECv5g03465	LdNA_13688	Polyadenylate-binding protein 1; Mus musculus 
LDECv5g03466	LdNA_13687	Neurogenic protein big brain; Drosophila melanogaster 
LDECv5g03467	LdNA_13686	Neuroligin-like protein glit-1; Caenorhabditis elegans 
LDECv5g03468	LdNA_13684	Filamin-A; Drosophila melanogaster 
LDECv5g03469	LdNA_13683	Microprocessor complex subunit DGCR8; Homo sapiens 
LDECv5g03470	LdNA_13680	Microprocessor complex subunit DGCR8; Homo sapiens 
LDECv5g03472	LdNA_13676	"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial; Caenorhabditis elegans "
LDECv5g03473	LdNA_13674	Small G protein signaling modulator 3 homolog; Xenopus laevis 
LDECv5g03475	LdNA_13673	-
LDECv5g03476	LdNA_13671	Scaffold attachment factor B1; Mus musculus 
LDECv5g03477	LdNA_13670	NGFI-A-binding protein 1; Rattus norvegicus 
LDECv5g03478	LdNA_13668	Venom serine protease Bi-VSP; Bombus ignitus 
LDECv5g03479	LdNA_13666	Venom serine protease Bi-VSP; Bombus ignitus 
LDECv5g03480	LdNA_13665	Protein lap1; Drosophila melanogaster 
LDECv5g03481	LdNA_13664	Double-stranded RNA-binding protein Staufen homolog 2; Homo sapiens 
LDECv5g03482	LdNA_13662	Congested-like trachea protein; Drosophila melanogaster 
LDECv5g03483	LdNA_13663	Leucine-rich repeat-containing protein 70; Homo sapiens 
LDECv5g03484	LdNA_13661	-
LDECv5g03485	LdNA_13660	-
LDECv5g03487	LdNA_13641	Ras-related protein Rab-32; Homo sapiens 
LDECv5g03488	LdNA_13639	Probable DNA mismatch repair protein Msh6; Drosophila melanogaster 
LDECv5g03489	LdNA_13638	Transcription elongation factor SPT4; Drosophila melanogaster 
LDECv5g03490	LdNA_13637	Mitochondrial folate transporter/carrier; Cricetulus griseus 
LDECv5g03491	LdNA_13636	Mannose-1-phosphate guanyltransferase beta; Drosophila melanogaster 
LDECv5g03492	LdNA_13635	"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial; Drosophila melanogaster "
LDECv5g03493	LdNA_13630	"Steroid receptor seven-up, isoforms B/C; Drosophila melanogaster "
LDECv5g03494	LdNA_13629	Calcium-dependent secretion activator 1; Mus musculus 
LDECv5g03495	LdNA_13627	NAD-dependent protein deacylase; Daphnia pulex 
LDECv5g03496	LdNA_13628	Protein lethal(2)essential for life; Drosophila melanogaster 
LDECv5g03497	LdNA_13626	SLIT-ROBO Rho GTPase-activating protein 1; Homo sapiens 
LDECv5g03498	LdNA_13622	Klarsicht protein; Drosophila melanogaster 
LDECv5g03499	LdNA_13618	-
LDECv5g03502	LdNA_13614	Protein trachealess; Drosophila melanogaster 
LDECv5g03503	LdNA_13613	Microtubule-associated serine/threonine-protein kinase 4; Mus musculus 
LDECv5g03504	LdNA_13612	TBC1 domain family member 22B; Macaca fascicularis 
LDECv5g03505	LdNA_13611	Protein hook; Aedes aegypti 
LDECv5g03506	LdNA_13610	Uncharacterized protein CG43427; Drosophila melanogaster 
LDECv5g03507	LdNA_13609	-
LDECv5g03508	LdNA_13607	Protein FAM8A1; Homo sapiens 
LDECv5g03509	LdNA_13606	Nipped-B-like protein; Homo sapiens 
LDECv5g03510	LdNA_13604	Cytosolic carboxypeptidase 6; Homo sapiens 
LDECv5g03511	LdNA_13602	ELAV-like protein 3; Xenopus tropicalis 
LDECv5g03512	LdNA_13600	Sodium/hydrogen exchanger 7; Homo sapiens 
LDECv5g03513	LdNA_13598	Nucleolar transcription factor 1; Rattus norvegicus 
LDECv5g03514	LdNA_13597	Transcription initiation factor TFIID subunit 7; Drosophila melanogaster 
LDECv5g03515	LdNA_13596	-
LDECv5g03516	LdNA_13595	Protein tipE; Drosophila melanogaster 
LDECv5g03517	LdNA_13594	-
LDECv5g03518	LdNA_13593	Protein tipE; Drosophila melanogaster 
LDECv5g03519	LdNA_13591	Rho guanine nucleotide exchange factor 17; Mus musculus 
LDECv5g03520	LdNA_13586	Fibroblast growth factor 20; Mus musculus 
LDECv5g03521	LdNA_13585	Alpha/beta hydrolase domain-containing protein 17C; Gallus gallus 
LDECv5g03522	LdNA_13583	Ceramide kinase; Homo sapiens 
LDECv5g03523	LdNA_13582	Mitochondrial import inner membrane translocase subunit Tim10 B; Xenopus laevis 
LDECv5g03524	LdNA_13579	Chitin deacetylase 8; Bombyx mori 
LDECv5g03525	LdNA_13578	"Calcium uptake protein 3, mitochondrial; Mus musculus "
LDECv5g03527	LdNA_13577	Arfaptin-2; Bos taurus 
LDECv5g03528	LdNA_13576	Hrp65 protein; Chironomus tentans 
LDECv5g03529	LdNA_13573	Hrp65 protein; Chironomus tentans 
LDECv5g03530	LdNA_13571	Ionotropic receptor 21a; Drosophila melanogaster 
LDECv5g03531	LdNA_13570	"Glutaminase liver isoform, mitochondrial; Mus musculus "
LDECv5g03532	LdNA_13569	Glycine receptor subunit alpha-2; Danio rerio 
LDECv5g03533	LdNA_13566	Protein immune deficiency; Drosophila melanogaster 
LDECv5g03534	LdNA_13564	Ras-related protein Rap-1b; Xenopus tropicalis 
LDECv5g03535	LdNA_13563	-
LDECv5g03536	LdNA_13562	Probable DNA mismatch repair protein Msh6; Drosophila melanogaster 
LDECv5g03537	LdNA_13561	Actin-related protein 6; Drosophila melanogaster 
LDECv5g03538	LdNA_13560	"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial; Rattus norvegicus "
