Ldecemlineata	Tcastaneum
LDECv5g08824	TC009038
LDECv5g08829	TC030648
LDECv5g08830	TC009793
LDECv5g08834	TC033649
LDECv5g08838	TC034779
LDECv5g08839	TC030654
LDECv5g08841	TC033640
LDECv5g08842	TC009118
LDECv5g08843	TC009557
LDECv5g08844	TC015910
LDECv5g08845	TC033619
LDECv5g08846	TC015947
LDECv5g08847	TC015903
LDECv5g08851	TC009817
LDECv5g08853	TC009024
LDECv5g08861	TC009949
LDECv5g08864	TC009105
LDECv5g08865	TC009729
LDECv5g08869	TC016340
LDECv5g08870	TC033673
LDECv5g08871	TC016383
LDECv5g08888	TC033769
LDECv5g08892	TC009546
LDECv5g08896	TC009597
LDECv5g08897	TC033648
LDECv5g08900	TC009021
LDECv5g08901	TC009818
LDECv5g08905	TC009023
LDECv5g08908	TC009819
LDECv5g08910	TC009139
LDECv5g08911	TC009680
LDECv5g08914	TC034414
LDECv5g08915	TC031181
LDECv5g08921	TC033766
LDECv5g08931	TC009772
LDECv5g08937	TC009730
LDECv5g08938	TC008731
LDECv5g08939	TC008732
LDECv5g08940	TC034814
LDECv5g08942	TC033872
LDECv5g08946	TC033570
LDECv5g08947	TC009238
LDECv5g08948	TC009237
LDECv5g08949	TC009578
LDECv5g08961	TC009236
LDECv5g08966	TC009235
LDECv5g08967	TC009981
LDECv5g08968	TC008846
LDECv5g08969	TC009982
LDECv5g08970	TC004939
LDECv5g08972	TC004591
LDECv5g08973	TC001316
LDECv5g08974	TC009809
LDECv5g08976	TC009884
LDECv5g08977	TC033699
LDECv5g08980	TC008664
LDECv5g08981	TC006313
LDECv5g08983	TC009712
LDECv5g08984	TC033642
LDECv5g08985	TC033641
LDECv5g08989	TC009067
LDECv5g08990	TC009555
LDECv5g08992	TC015941
LDECv5g08994	TC009199
LDECv5g08996	TC009616
LDECv5g08997	TC009200
LDECv5g08998	TC008830
LDECv5g08999	TC009251
LDECv5g09006	TC009917
LDECv5g09009	TC008923
LDECv5g09011	TC033620
LDECv5g09013	TC008729
LDECv5g09019	TC008727
LDECv5g09020	TC008728
LDECv5g09024	TC033703
LDECv5g09029	TC010103
LDECv5g09031	TC009670
LDECv5g09036	TC010596
LDECv5g09037	TC011873
LDECv5g09038	TC009385
LDECv5g09039	TC009386
LDECv5g09040	TC009571
LDECv5g09042	TC015949
LDECv5g09043	TC009049
LDECv5g09044	TC009780
LDECv5g09048	TC009779
LDECv5g09049	TC034792
LDECv5g09051	TC033691
LDECv5g09052	TC009660
LDECv5g09053	TC034458
LDECv5g09055	TC009661
LDECv5g09056	TC009157
LDECv5g09064	TC009151
LDECv5g09065	TC009664
LDECv5g09066	TC009150
LDECv5g09072	TC030102
LDECv5g09073	TC013628
LDECv5g09074	TC009836
LDECv5g09075	TC009835
LDECv5g09076	TC009370
LDECv5g09086	TC033521
LDECv5g09087	TC000402
LDECv5g09088	TC033656
LDECv5g09090	TC009447
LDECv5g09099	TC033657
LDECv5g09106	TC030983
LDECv5g09120	TC034782
LDECv5g09123	TC031196
LDECv5g09124	TC013284
LDECv5g09125	TC009963
LDECv5g09126	TC000110
LDECv5g09127	TC009975
LDECv5g09130	TC008845
LDECv5g09131	TC006819
LDECv5g09132	TC031285
LDECv5g09134	TC009561
LDECv5g09135	TC034003
LDECv5g09136	TC008838
LDECv5g09137	TC033787
LDECv5g09138	TC031209
LDECv5g09139	TC033786
LDECv5g09144	TC016304
LDECv5g09147	TC010108
LDECv5g09149	TC010114
LDECv5g09158	TC010113
LDECv5g09161	TC031026
LDECv5g09168	TC014554
LDECv5g09170	TC013249
LDECv5g09171	TC033189
LDECv5g09173	TC013245
LDECv5g09174	TC031153
LDECv5g09175	TC013241
LDECv5g09179	TC008667
LDECv5g09180	TC008666
LDECv5g09181	TC013240
LDECv5g09182	TC007436
LDECv5g09183	TC009425
LDECv5g09184	TC009389
LDECv5g09185	TC009387
LDECv5g09188	TC009983
LDECv5g09190	TC009977
LDECv5g09193	TC013264
LDECv5g09195	TC009918
LDECv5g09197	TC034805
LDECv5g09198	TC009947
LDECv5g09199	TC008899
LDECv5g09200	TC009943
LDECv5g09201	TC008900
LDECv5g09203	TC008903
LDECv5g09217	TC033802
LDECv5g09226	TC010155
LDECv5g09228	TC033859
LDECv5g09233	TC010154
LDECv5g09234	TC034812
LDECv5g09236	TC008673
LDECv5g09237	TC010153
LDECv5g09238	TC034663
LDECv5g09239	TC014542
LDECv5g09241	TC003747
LDECv5g09243	TC013235
LDECv5g09244	TC010104
LDECv5g09251	TC034776
LDECv5g09261	TC015916
LDECv5g09263	TC008992
LDECv5g09264	TC030595
LDECv5g09265	TC009450
LDECv5g09267	TC008808
LDECv5g09268	TC009279
LDECv5g09269	TC033800
LDECv5g09270	TC031183
LDECv5g09272	TC034816
LDECv5g09273	TC008849
LDECv5g09276	TC009979
LDECv5g09277	TC030683
LDECv5g09278	TC008668
LDECv5g09279	TC033895
LDECv5g09281	TC033876
LDECv5g09282	TC009420
LDECv5g09283	TC030545
LDECv5g09286	TC003395
LDECv5g09289	TC008898
LDECv5g09291	TC008897
LDECv5g09292	TC030740
LDECv5g09293	TC008669
LDECv5g09294	TC008670
LDECv5g09295	TC010160
LDECv5g09296	TC033525
LDECv5g09298	TC010058
LDECv5g09305	TC008772
LDECv5g09307	TC009086
LDECv5g09308	TC009740
LDECv5g09309	TC016366
LDECv5g09310	TC016367
LDECv5g09311	TC009631
LDECv5g09312	TC033591
LDECv5g09313	TC009174
LDECv5g09314	TC009746
LDECv5g09316	TC009744
LDECv5g09320	TC009369
LDECv5g09321	TC009297
LDECv5g09322	TC030465
LDECv5g09323	TC009170
LDECv5g09325	TC009639
LDECv5g09326	TC009173
LDECv5g09327	TC009632
LDECv5g09328	TC008925
LDECv5g09329	TC009171
LDECv5g09335	TC011359
LDECv5g09336	TC032141
LDECv5g09337	TC033638
LDECv5g09345	TC009329
LDECv5g09346	TC008880
LDECv5g09347	TC009771
LDECv5g09351	TC001174
LDECv5g09353	TC005086
LDECv5g09354	TC009182
LDECv5g09355	TC009623
LDECv5g09356	TC033584
LDECv5g09357	TC033585
LDECv5g09358	TC009183
LDECv5g09361	TC010102
LDECv5g09362	TC008733
LDECv5g09363	TC010101
LDECv5g09364	TC009621
LDECv5g09369	TC014048
LDECv5g09371	TC014368
LDECv5g09372	TC030547
LDECv5g09373	TC001997
LDECv5g09374	TC013294
LDECv5g09376	TC009328
LDECv5g09377	TC008957
LDECv5g09378	TC030048
LDECv5g09379	TC015954
LDECv5g09381	TC009028
LDECv5g09386	TC033797
LDECv5g09393	TC008905
LDECv5g09397	TC009938
LDECv5g09399	TC008663
LDECv5g09400	TC010162
LDECv5g09402	TC008662
LDECv5g09406	TC004983
LDECv5g09407	TC033696
LDECv5g09408	TC009034
LDECv5g09409	TC010098
LDECv5g09410	TC009796
LDECv5g09412	TC033857
LDECv5g09414	TC033883
LDECv5g09415	TC008606
LDECv5g09416	TC010207
LDECv5g09417	TC008605
LDECv5g09419	TC033827
LDECv5g09421	TC009978
LDECv5g09422	TC032418
LDECv5g09424	TC009636
LDECv5g09426	TC011384
LDECv5g09427	TC009647
LDECv5g09428	TC009163
LDECv5g09429	TC031187
LDECv5g09430	TC009164
LDECv5g09431	TC009645
LDECv5g09432	TC009637
LDECv5g09436	TC009913
LDECv5g09437	TC030759
LDECv5g09439	TC003307
LDECv5g09440	TC009240
LDECv5g09442	TC009572
LDECv5g09448	TC009185
LDECv5g09449	TC009620
LDECv5g09451	TC009619
LDECv5g09452	TC008919
LDECv5g09458	TC014514
LDECv5g09460	TC013253
LDECv5g09461	TC009931
LDECv5g09463	TC033757
LDECv5g09464	TC008909
LDECv5g09465	TC009935
LDECv5g09471	TC015425
LDECv5g09472	TC005390
LDECv5g09473	TC009195
LDECv5g09474	TC009610
LDECv5g09475	TC009196
LDECv5g09476	TC009929
LDECv5g09477	TC033830
LDECv5g09478	TC008758
LDECv5g09479	TC009964
LDECv5g09481	TC009234
LDECv5g09482	TC031185
LDECv5g09483	TC009612
LDECv5g09487	TC009613
LDECv5g09488	TC009192
LDECv5g09489	TC009614
LDECv5g09490	TC008913
LDECv5g09491	TC031208
LDECv5g09492	TC008912
LDECv5g09493	TC008878
LDECv5g09495	TC003940
LDECv5g09496	TC002472
LDECv5g09497	TC003939
LDECv5g09498	TC003938
LDECv5g09499	TC032646
LDECv5g09500	TC002476
LDECv5g09501	TC003935
LDECv5g09505	TC032643
LDECv5g09509	TC034633
LDECv5g09510	TC003922
LDECv5g09512	TC032639
LDECv5g09513	TC031068
LDECv5g09515	TC002350
LDECv5g09517	TC003920
LDECv5g09519	TC002490
LDECv5g09520	TC003555
LDECv5g09521	TC002887
LDECv5g09525	TC032636
LDECv5g09526	TC004033
LDECv5g09528	TC002390
LDECv5g09529	TC002392
LDECv5g09535	TC006975
LDECv5g09538	TC006977
LDECv5g09539	TC006993
LDECv5g09540	TC002394
LDECv5g09542	TC031065
LDECv5g09544	TC003258
LDECv5g09546	TC000081
LDECv5g09547	TC004309
LDECv5g09548	TC000087
LDECv5g09550	TC000088
LDECv5g09552	TC000086
LDECv5g09554	TC000082
LDECv5g09555	TC034503
LDECv5g09556	TC000085
LDECv5g09557	TC013478
LDECv5g09558	TC009971
LDECv5g09559	TC006857
LDECv5g09561	TC002461
LDECv5g09562	TC006853
LDECv5g09563	TC002462
LDECv5g09564	TC005854
LDECv5g09565	TC003871
LDECv5g09566	TC002391
LDECv5g09567	TC005853
LDECv5g09569	TC006854
LDECv5g09571	TC003899
LDECv5g09572	TC002506
LDECv5g09573	TC002627
LDECv5g09574	TC003812
LDECv5g09576	TC002625
LDECv5g09578	TC002624
LDECv5g09579	TC002622
LDECv5g09586	TC003944
LDECv5g09590	TC005857
LDECv5g09591	TC034025
LDECv5g09592	TC003351
LDECv5g09593	TC003093
LDECv5g09596	TC003350
LDECv5g09597	TC003856
LDECv5g09598	TC002563
LDECv5g09601	TC003714
LDECv5g09602	TC003716
LDECv5g09611	TC002502
LDECv5g09612	TC002503
LDECv5g09614	TC002505
LDECv5g09615	TC003811
LDECv5g09616	TC002628
LDECv5g09618	TC003810
LDECv5g09619	TC002634
LDECv5g09621	TC034619
LDECv5g09622	TC002635
LDECv5g09623	TC005404
LDECv5g09624	TC003806
LDECv5g09625	TC009107
LDECv5g09633	TC032559
LDECv5g09634	TC000021
LDECv5g09644	TC032586
LDECv5g09651	TC002618
LDECv5g09652	TC002617
LDECv5g09661	TC032584
LDECv5g09662	TC002915
LDECv5g09663	TC003531
LDECv5g09664	TC002422
LDECv5g09665	TC015172
LDECv5g09666	TC002423
LDECv5g09667	TC003532
LDECv5g09676	TC000273
LDECv5g09677	TC013357
LDECv5g09678	TC003092
LDECv5g09679	TC003091
LDECv5g09681	TC001293
LDECv5g09682	TC001292
LDECv5g09683	TC000255
LDECv5g09684	TC001291
LDECv5g09694	TC000258
LDECv5g09695	TC001287
LDECv5g09701	TC032245
LDECv5g09702	TC000267
LDECv5g09712	TC000269
LDECv5g09713	TC003158
LDECv5g09715	TC003138
LDECv5g09718	TC032312
LDECv5g09720	TC003142
LDECv5g09722	TC003319
LDECv5g09723	TC003320
LDECv5g09724	TC003140
LDECv5g09725	TC003139
LDECv5g09727	TC003602
LDECv5g09728	TC003143
LDECv5g09729	TC032308
LDECv5g09732	TC003125
LDECv5g09734	TC003144
LDECv5g09737	TC031060
LDECv5g09739	TC003601
LDECv5g09740	TC003600
LDECv5g09741	TC032606
LDECv5g09747	TC032612
LDECv5g09748	TC032291
LDECv5g09750	TC002114
LDECv5g09751	TC002148
LDECv5g09752	TC002113
LDECv5g09753	TC002149
LDECv5g09758	TC010317
LDECv5g09759	TC002610
LDECv5g09760	TC002609
LDECv5g09761	TC002608
LDECv5g09763	TC034617
LDECv5g09766	TC003819
LDECv5g09768	TC010319
LDECv5g09769	TC010318
LDECv5g09770	TC034620
LDECv5g09773	TC002607
LDECv5g09776	TC003823
LDECv5g09777	TC032577
LDECv5g09778	TC003852
LDECv5g09779	TC003851
LDECv5g09783	TC002569
LDECv5g09784	TC002570
LDECv5g09785	TC003849
LDECv5g09786	TC006234
LDECv5g09787	TC032602
LDECv5g09791	TC002132
LDECv5g09792	TC002133
LDECv5g09804	TC003956
LDECv5g09810	TC002468
LDECv5g09812	TC000111
LDECv5g09813	TC000043
LDECv5g09814	TC000042
LDECv5g09816	TC000138
LDECv5g09817	TC000112
LDECv5g09819	TC002366
LDECv5g09821	TC002556
LDECv5g09822	TC010320
LDECv5g09824	TC032583
LDECv5g09825	TC010321
LDECv5g09826	TC002351
LDECv5g09827	TC000113
LDECv5g09829	TC002142
LDECv5g09832	TC010343
LDECv5g09833	TC003332
LDECv5g09834	TC010518
LDECv5g09835	TC010530
LDECv5g09836	TC010519
LDECv5g09837	TC010520
LDECv5g09838	TC010521
LDECv5g09839	TC010522
LDECv5g09841	TC002644
LDECv5g09843	TC003331
LDECv5g09844	TC003130
LDECv5g09847	TC003528
LDECv5g09850	TC010508
LDECv5g09851	TC010516
LDECv5g09853	TC010534
LDECv5g09862	TC032517
LDECv5g09873	TC002398
LDECv5g09875	TC002396
LDECv5g09877	TC004029
LDECv5g09878	TC006991
LDECv5g09879	TC006980
LDECv5g09885	TC006985
LDECv5g09890	TC006986
LDECv5g09893	TC006950
LDECv5g09897	TC006987
LDECv5g09898	TC034974
LDECv5g09912	TC003571
LDECv5g09913	TC002866
LDECv5g09915	TC003567
LDECv5g09916	TC001450
LDECv5g09917	TC032370
LDECv5g09920	TC003425
LDECv5g09921	TC001241
LDECv5g09922	TC003426
LDECv5g09923	TC003004
LDECv5g09924	TC003427
LDECv5g09925	TC003429
LDECv5g09926	TC003001
LDECv5g09928	TC004001
LDECv5g09942	TC002933
LDECv5g09943	TC002934
LDECv5g09944	TC003501
LDECv5g09945	TC002935
LDECv5g09946	TC002936
LDECv5g09949	TC003500
LDECv5g09950	TC003503
LDECv5g09951	TC002931
LDECv5g09955	TC032400
LDECv5g09956	TC032399
LDECv5g09961	TC005672
LDECv5g09963	TC006450
LDECv5g09964	TC005673
LDECv5g09965	TC005671
LDECv5g09966	TC006452
LDECv5g09967	TC003000
LDECv5g09976	TC002955
LDECv5g09977	TC031179
LDECv5g09979	TC002294
LDECv5g09980	TC002285
LDECv5g09984	TC002732
LDECv5g09988	TC003572
LDECv5g09990	TC003799
LDECv5g09992	TC032551
LDECv5g09993	TC003798
LDECv5g09997	TC002647
LDECv5g09998	TC002648
LDECv5g10006	TC002551
LDECv5g10008	TC002547
LDECv5g10009	TC000090
LDECv5g10012	TC000091
LDECv5g10013	TC010563
LDECv5g10014	TC010568
LDECv5g10015	TC010564
LDECv5g10017	TC003874
LDECv5g10020	TC031025
LDECv5g10021	TC003875
LDECv5g10022	TC002531
LDECv5g10025	TC003873
LDECv5g10029	TC003189
LDECv5g10030	TC003262
LDECv5g10031	TC030568
LDECv5g10034	TC003184
LDECv5g10035	TC003187
LDECv5g10036	TC003269
LDECv5g10038	TC032293
LDECv5g10039	TC002587
LDECv5g10040	TC003997
LDECv5g10042	TC002130
LDECv5g10046	TC003848
LDECv5g10048	TC002574
LDECv5g10051	TC002581
LDECv5g10054	TC006992
LDECv5g10055	TC006979
LDECv5g10063	TC002855
LDECv5g10064	TC002852
LDECv5g10065	TC003587
LDECv5g10066	TC002851
LDECv5g10067	TC003588
LDECv5g10068	TC002420
LDECv5g10069	TC002426
LDECv5g10070	TC002404
LDECv5g10074	TC004004
LDECv5g10078	TC000524
LDECv5g10079	TC002416
LDECv5g10080	TC002415
LDECv5g10081	TC002414
LDECv5g10082	TC004005
LDECv5g10086	TC031071
LDECv5g10096	TC016391
LDECv5g10097	TC002463
LDECv5g10098	TC005852
LDECv5g10099	TC034026
LDECv5g10100	TC034027
LDECv5g10102	TC006290
LDECv5g10103	TC006849
LDECv5g10105	TC006850
LDECv5g10106	TC006858
LDECv5g10107	TC006851
LDECv5g10108	TC032398
LDECv5g10109	TC002932
LDECv5g10110	TC003502
LDECv5g10111	TC000137
LDECv5g10112	TC002937
LDECv5g10115	TC011029
LDECv5g10116	TC003325
LDECv5g10117	TC032683
LDECv5g10118	TC032684
LDECv5g10119	TC033608
LDECv5g10120	TC002447
LDECv5g10121	TC003977
LDECv5g10122	TC002446
LDECv5g10123	TC003310
LDECv5g10124	TC032305
LDECv5g10125	TC002738
LDECv5g10126	TC003696
LDECv5g10127	TC010342
LDECv5g10131	TC010513
LDECv5g10132	TC012084
LDECv5g10133	TC003697
LDECv5g10134	TC002736
LDECv5g10135	TC002734
LDECv5g10136	TC003698
LDECv5g10137	TC003699
LDECv5g10141	TC002437
LDECv5g10142	TC002436
LDECv5g10146	TC002434
LDECv5g10147	TC002425
LDECv5g10148	TC002421
LDECv5g10149	TC032487
LDECv5g10150	TC031035
LDECv5g10151	TC002842
LDECv5g10154	TC010500
LDECv5g10156	TC010552
LDECv5g10157	TC031679
LDECv5g10158	TC031680
LDECv5g10160	TC002269
LDECv5g10165	TC002268
LDECv5g10166	TC006740
LDECv5g10167	TC009249
LDECv5g10168	TC000171
LDECv5g10169	TC003797
LDECv5g10173	TC002857
LDECv5g10174	TC003517
LDECv5g10182	TC031027
LDECv5g10184	TC002358
LDECv5g10188	TC032332
LDECv5g10191	TC003404
LDECv5g10198	TC003147
LDECv5g10199	TC003316
LDECv5g10200	TC006446
LDECv5g10201	TC004218
LDECv5g10203	TC004219
LDECv5g10204	TC001817
LDECv5g10205	TC003967
LDECv5g10206	TC003966
LDECv5g10207	TC002458
LDECv5g10208	TC014515
LDECv5g10209	TC013295
LDECv5g10210	TC013254
LDECv5g10211	TC004000
LDECv5g10212	TC003999
LDECv5g10213	TC031655
LDECv5g10214	TC004013
LDECv5g10215	TC032334
LDECv5g10227	TC032336
LDECv5g10228	TC003081
LDECv5g10232	TC003079
LDECv5g10252	TC003366
LDECv5g10253	TC003078
LDECv5g10254	TC003068
LDECv5g10255	TC003370
LDECv5g10256	TC032344
LDECv5g10259	TC002917
LDECv5g10262	TC008350
LDECv5g10263	TC015591
LDECv5g10266	TC003401
LDECv5g10267	TC003402
LDECv5g10268	TC034629
LDECv5g10273	TC003367
LDECv5g10274	TC032340
LDECv5g10276	TC002621
LDECv5g10278	TC003022
LDECv5g10279	TC003400
LDECv5g10281	TC003399
LDECv5g10282	TC003398
LDECv5g10283	TC013117
LDECv5g10284	TC003023
LDECv5g10285	TC031473
LDECv5g10288	TC011551
LDECv5g10290	TC002950
LDECv5g10291	TC003487
LDECv5g10292	TC002951
LDECv5g10293	TC031474
LDECv5g10294	TC031476
LDECv5g10295	TC011509
LDECv5g10297	TC003397
LDECv5g10298	TC014082
LDECv5g10299	TC030592
LDECv5g10300	TC003483
LDECv5g10306	TC003403
LDECv5g10307	TC003020
LDECv5g10310	TC011549
LDECv5g10312	TC011515
LDECv5g10315	TC011514
LDECv5g10319	TC010001
LDECv5g10320	TC008825
LDECv5g10321	TC008975
LDECv5g10322	TC033794
LDECv5g10323	TC033793
LDECv5g10324	TC010003
LDECv5g10325	TC010002
LDECv5g10331	TC003650
LDECv5g10332	TC033726
LDECv5g10333	TC009861
LDECv5g10334	TC003160
LDECv5g10335	TC010201
LDECv5g10336	TC010202
LDECv5g10337	TC030047
LDECv5g10339	TC010120
LDECv5g10340	TC008705
LDECv5g10341	TC010121
LDECv5g10342	TC008704
LDECv5g10343	TC010122
LDECv5g10348	TC008616
LDECv5g10350	TC008708
LDECv5g10352	TC008623
LDECv5g10353	TC010194
LDECv5g10355	TC008629
LDECv5g10356	TC010182
LDECv5g10357	TC009927
LDECv5g10358	TC008707
LDECv5g10359	TC008970
LDECv5g10360	TC009875
LDECv5g10361	TC008971
LDECv5g10364	TC009874
LDECv5g10365	TC009876
LDECv5g10366	TC009877
LDECv5g10367	TC009878
LDECv5g10368	TC008968
LDECv5g10369	TC008974
LDECv5g10370	TC009870
LDECv5g10371	TC009514
LDECv5g10372	TC008986
LDECv5g10373	TC030550
LDECv5g10375	TC009550
LDECv5g10376	TC009871
LDECv5g10377	TC009872
LDECv5g10378	TC008972
LDECv5g10379	TC009722
LDECv5g10380	TC009108
LDECv5g10381	TC009262
LDECv5g10382	TC009543
LDECv5g10383	TC015093
LDECv5g10384	TC010526
LDECv5g10386	TC009538
LDECv5g10389	TC009265
LDECv5g10392	TC015921
LDECv5g10393	TC015929
LDECv5g10394	TC015920
LDECv5g10395	TC009481
LDECv5g10397	TC009471
LDECv5g10398	TC009470
LDECv5g10399	TC009469
LDECv5g10400	TC009345
LDECv5g10402	TC030715
LDECv5g10404	TC009468
LDECv5g10405	TC030679
LDECv5g10406	TC009348
LDECv5g10407	TC009349
LDECv5g10408	TC009467
LDECv5g10410	TC011249
LDECv5g10411	TC009347
LDECv5g10412	TC009466
LDECv5g10413	TC009351
LDECv5g10416	TC009354
LDECv5g10417	TC033532
LDECv5g10419	TC009461
LDECv5g10422	TC033616
LDECv5g10423	TC034281
LDECv5g10425	TC015912
LDECv5g10429	TC001724
LDECv5g10430	TC008879
LDECv5g10431	TC009083
LDECv5g10432	TC009084
LDECv5g10433	TC009967
LDECv5g10434	TC009857
LDECv5g10437	TC009025
LDECv5g10438	TC009816
LDECv5g10439	TC030643
LDECv5g10440	TC009260
LDECv5g10441	TC009549
LDECv5g10442	TC009340
LDECv5g10443	TC009474
LDECv5g10445	TC031002
LDECv5g10446	TC009205
LDECv5g10447	TC008833
LDECv5g10449	TC009539
LDECv5g10450	TC008917
LDECv5g10451	TC009540
LDECv5g10452	TC009723
LDECv5g10454	TC008987
LDECv5g10455	TC009341
LDECv5g10456	TC009542
LDECv5g10459	TC009342
LDECv5g10460	TC009343
LDECv5g10464	TC009513
LDECv5g10465	TC034777
LDECv5g10466	TC009512
LDECv5g10467	TC009299
LDECv5g10468	TC034753
LDECv5g10469	TC015928
LDECv5g10470	TC009073
LDECv5g10471	TC034807
LDECv5g10472	TC009922
LDECv5g10473	TC033755
LDECv5g10475	TC033545
LDECv5g10476	TC030543
LDECv5g10477	TC009547
LDECv5g10478	TC009848
LDECv5g10481	TC006622
LDECv5g10483	TC008996
LDECv5g10484	TC009846
LDECv5g10486	TC009845
LDECv5g10487	TC033576
LDECv5g10488	TC005498
LDECv5g10489	TC033714
LDECv5g10490	TC033713
LDECv5g10492	TC011870
LDECv5g10493	TC034416
LDECv5g10494	TC011872
LDECv5g10497	TC008997
LDECv5g10502	TC011867
LDECv5g10503	TC015925
LDECv5g10504	TC009842
LDECv5g10505	TC008998
LDECv5g10506	TC009844
LDECv5g10507	TC010549
LDECv5g10508	TC009595
LDECv5g10509	TC009596
LDECv5g10510	TC009214
LDECv5g10511	TC030692
LDECv5g10513	TC009223
LDECv5g10515	TC009585
LDECv5g10516	TC009211
LDECv5g10517	TC002332
LDECv5g10520	TC009209
LDECv5g10522	TC004731
LDECv5g10523	TC009010
LDECv5g10525	TC010040
LDECv5g10526	TC033815
LDECv5g10527	TC008789
LDECv5g10528	TC008790
LDECv5g10530	TC013667
LDECv5g10533	TC033813
LDECv5g10534	TC008754
LDECv5g10537	TC010038
LDECv5g10538	TC033811
LDECv5g10540	TC033809
LDECv5g10542	TC008794
LDECv5g10543	TC011566
LDECv5g10544	TC009586
LDECv5g10547	TC033574
LDECv5g10548	TC009226
LDECv5g10549	TC034764
LDECv5g10550	TC009832
LDECv5g10551	TC010181
LDECv5g10553	TC033706
LDECv5g10554	TC033529
LDECv5g10555	TC009455
LDECv5g10556	TC009456
LDECv5g10558	TC030729
LDECv5g10559	TC008873
LDECv5g10560	TC009906
LDECv5g10561	TC008934
LDECv5g10562	TC008868
LDECv5g10563	TC030050
LDECv5g10564	TC009968
LDECv5g10565	TC008872
LDECv5g10566	TC030542
LDECv5g10567	TC008865
LDECv5g10568	TC009966
LDECv5g10569	TC008874
LDECv5g10572	TC034214
LDECv5g10573	TC006102
LDECv5g10574	TC010045
LDECv5g10575	TC008786
LDECv5g10576	TC008787
LDECv5g10578	TC033770
LDECv5g10579	TC010041
LDECv5g10580	TC008869
LDECv5g10582	TC008693
LDECv5g10584	TC006272
LDECv5g10586	TC008695
LDECv5g10587	TC013255
LDECv5g10589	TC010133
LDECv5g10590	TC008696
LDECv5g10591	TC009482
LDECv5g10592	TC013296
LDECv5g10593	TC014513
LDECv5g10595	TC014506
LDECv5g10596	TC033777
LDECv5g10597	TC008858
LDECv5g10599	TC008856
LDECv5g10600	TC009974
LDECv5g10602	TC033778
LDECv5g10604	TC008635
LDECv5g10605	TC030769
LDECv5g10606	TC030662
LDECv5g10607	TC033841
LDECv5g10608	TC010178
LDECv5g10610	TC009047
LDECv5g10611	TC010127
LDECv5g10612	TC010130
LDECv5g10614	TC033698
LDECv5g10619	TC009518
LDECv5g10622	TC009519
LDECv5g10623	TC030736
LDECv5g10624	TC034798
LDECv5g10625	TC008800
LDECv5g10627	TC008796
LDECv5g10628	TC030656
LDECv5g10629	TC030782
LDECv5g10630	TC011820
LDECv5g10631	TC008959
LDECv5g10633	TC010199
LDECv5g10634	TC033836
LDECv5g10635	TC010196
LDECv5g10639	TC033837
LDECv5g10640	TC008617
LDECv5g10641	TC008618
LDECv5g10642	TC012687
LDECv5g10643	TC033838
LDECv5g10649	TC002185
LDECv5g10650	TC005373
LDECv5g10656	TC009516
LDECv5g10657	TC005379
LDECv5g10663	TC006767
LDECv5g10664	TC006766
LDECv5g10669	TC005359
LDECv5g10670	TC005357
LDECv5g10671	TC011049
LDECv5g10672	TC010613
LDECv5g10673	TC005794
LDECv5g10674	TC006344
LDECv5g10675	TC005814
LDECv5g10677	TC013631
LDECv5g10678	TC005782
LDECv5g10679	TC006353
LDECv5g10680	TC005793
LDECv5g10682	TC005733
LDECv5g10683	TC006496
LDECv5g10686	TC001524
LDECv5g10687	TC005516
LDECv5g10689	TC006604
LDECv5g10690	TC006605
LDECv5g10692	TC006390
LDECv5g10735	TC034186
LDECv5g10737	TC006779
LDECv5g10739	TC005356
LDECv5g10740	TC005358
LDECv5g10741	TC030614
LDECv5g10742	TC005546
LDECv5g10748	TC005720
LDECv5g10749	TC005719
LDECv5g10751	TC005087
LDECv5g10754	TC015975
LDECv5g10756	TC033993
LDECv5g10757	TC006205
LDECv5g10763	TC005652
LDECv5g10764	TC005653
LDECv5g10766	TC006466
LDECv5g10769	TC005658
LDECv5g10770	TC006465
LDECv5g10775	TC005661
LDECv5g10777	TC005664
LDECv5g10782	TC015471
LDECv5g10783	TC004581
LDECv5g10784	TC015473
LDECv5g10785	TC015474
LDECv5g10786	TC015248
LDECv5g10787	TC015247
LDECv5g10788	TC015475
LDECv5g10789	TC015246
LDECv5g10793	TC000092
LDECv5g10794	TC015477
LDECv5g10796	TC034049
LDECv5g10797	TC034050
LDECv5g10799	TC030611
LDECv5g10802	TC030778
LDECv5g10803	TC007846
LDECv5g10807	TC034834
LDECv5g10808	TC005773
LDECv5g10809	TC006360
LDECv5g10810	TC030687
LDECv5g10811	TC006373
LDECv5g10815	TC006557
LDECv5g10816	TC006628
LDECv5g10817	TC006627
LDECv5g10820	TC006626
LDECv5g10822	TC006625
LDECv5g10824	TC006624
LDECv5g10825	TC006623
LDECv5g10826	TC006359
LDECv5g10827	TC030587
LDECv5g10828	TC005502
LDECv5g10832	TC005909
LDECv5g10847	TC005867
LDECv5g10849	TC005922
LDECv5g10850	TC034022
LDECv5g10851	TC006282
LDECv5g10852	TC006283
LDECv5g10860	TC006285
LDECv5g10864	TC006611
LDECv5g10865	TC006610
LDECv5g10867	TC006719
LDECv5g10871	TC034835
LDECv5g10872	TC006365
LDECv5g10873	TC008518
LDECv5g10874	TC006412
LDECv5g10876	TC005937
LDECv5g10877	TC006218
LDECv5g10878	TC006217
LDECv5g10879	TC034042
LDECv5g10880	TC005530
