Ldecemlineata	Dmelanogaster
LDECv5g00921	FBgn0033307
LDECv5g00949	FBgn0051812
LDECv5g00950	FBgn0032595
LDECv5g00951	FBgn0028694
LDECv5g00956	FBgn0011787
LDECv5g00957	FBgn0037816
LDECv5g00958	FBgn0028690
LDECv5g00974	FBgn0032016
LDECv5g00985	FBgn0032362
LDECv5g00994	FBgn0036104
LDECv5g00996	FBgn0031535
LDECv5g01001	FBgn0027564
LDECv5g01003	FBgn0027903
LDECv5g01011	FBgn0028552
LDECv5g01034	FBgn0000442
LDECv5g01040	FBgn0035393
LDECv5g01041	FBgn0034191
LDECv5g01042	FBgn0002284
LDECv5g01050	FBgn0052576
LDECv5g01069	FBgn0086779
LDECv5g01075	FBgn0036000
LDECv5g01085	FBgn0260771
LDECv5g01086	FBgn0011824
LDECv5g01091	FBgn0052085
LDECv5g01097	FBgn0004643
LDECv5g01103	FBgn0022740
LDECv5g01108	FBgn0035838
LDECv5g01109	FBgn0027597
LDECv5g01114	FBgn0283476
LDECv5g01123	FBgn0035334
LDECv5g01126	FBgn0260985
LDECv5g01134	FBgn0011638
LDECv5g01141	FBgn0003275
LDECv5g01142	FBgn0034919
LDECv5g01144	FBgn0036813
LDECv5g01145	FBgn0040491
LDECv5g01149	FBgn0030035
LDECv5g01150	FBgn0041181
LDECv5g01153	FBgn0065108
LDECv5g01162	FBgn0261955
LDECv5g01163	FBgn0037472
LDECv5g01165	FBgn0032856
LDECv5g01166	FBgn0032728
LDECv5g01172	FBgn0031708
LDECv5g01193	FBgn0051935
LDECv5g01198	FBgn0283678
LDECv5g01204	FBgn0004374
LDECv5g01205	FBgn0015550
LDECv5g01208	FBgn0035901
LDECv5g01214	FBgn0034264
LDECv5g01218	FBgn0036990
LDECv5g01295	FBgn0283450
LDECv5g01297	FBgn0019940
LDECv5g01299	FBgn0035674
LDECv5g01301	FBgn0019637
LDECv5g01303	FBgn0051800
LDECv5g01307	FBgn0260859
LDECv5g01308	FBgn0052380
LDECv5g01311	FBgn0039270
LDECv5g01314	FBgn0037021
LDECv5g01315	FBgn0031604
LDECv5g01329	FBgn0061356
LDECv5g01340	FBgn0037700
LDECv5g01351	FBgn0003312
LDECv5g01361	FBgn0031231
LDECv5g01365	FBgn0289108
LDECv5g01377	FBgn0010421
LDECv5g01381	FBgn0033315
LDECv5g01393	FBgn0032394
LDECv5g01403	FBgn0052110
LDECv5g01414	FBgn0031662
LDECv5g01431	FBgn0038183
LDECv5g01452	FBgn0030088
LDECv5g01453	FBgn0025640
LDECv5g01464	FBgn0039732
LDECv5g01472	FBgn0031538
LDECv5g01475	FBgn0035146
LDECv5g01476	FBgn0031905
LDECv5g01486	FBgn0041186
LDECv5g01489	FBgn0031247
LDECv5g01490	FBgn0039048
LDECv5g01520	FBgn0001079
LDECv5g01521	FBgn0087041
LDECv5g01532	FBgn0038359
LDECv5g01548	FBgn0036827
LDECv5g01554	FBgn0032803
LDECv5g01565	FBgn0000709
LDECv5g01566	FBgn0062440
LDECv5g01570	FBgn0039304
LDECv5g01572	FBgn0259728
LDECv5g01596	FBgn0036509
LDECv5g01599	FBgn0033085
LDECv5g01600	FBgn0031829
LDECv5g01601	FBgn0032702
LDECv5g01616	FBgn0004863
LDECv5g01617	FBgn0011278
LDECv5g01618	FBgn0004862
LDECv5g01632	FBgn0011207
LDECv5g01636	FBgn0039562
LDECv5g01637	FBgn0040078
LDECv5g01653	FBgn0033741
LDECv5g01654	FBgn0034352
LDECv5g01660	FBgn0033540
LDECv5g01677	FBgn0001308
LDECv5g01706	FBgn0011591
LDECv5g01745	FBgn0037708
LDECv5g01777	FBgn0021825
LDECv5g01788	FBgn0050446
LDECv5g01791	FBgn0031494
LDECv5g01841	FBgn0000233
LDECv5g01842	FBgn0035372
LDECv5g01855	FBgn0011762
LDECv5g01858	FBgn0038344
LDECv5g01861	FBgn0030720
LDECv5g01868	FBgn0035255
LDECv5g01887	FBgn0010278
LDECv5g01889	FBgn0261004
LDECv5g01891	FBgn0031189
LDECv5g01897	FBgn0036036
LDECv5g01908	FBgn0029853
LDECv5g01909	FBgn0000377
LDECv5g01912	FBgn0001986
LDECv5g01914	FBgn0037569
LDECv5g01923	FBgn0034622
LDECv5g01943	FBgn0010109
LDECv5g01983	FBgn0261434
LDECv5g01986	FBgn0267449
LDECv5g01987	FBgn0031255
LDECv5g01993	FBgn0261386
LDECv5g02000	FBgn0032455
LDECv5g02013	FBgn0039244
LDECv5g02024	FBgn0031399
LDECv5g02028	FBgn0035839
LDECv5g02029	FBgn0037958
LDECv5g02034	FBgn0032916
LDECv5g02036	FBgn0032634
LDECv5g02042	FBgn0052262
LDECv5g02057	FBgn0038678
LDECv5g02059	FBgn0026149
LDECv5g02069	FBgn0031479
LDECv5g02076	FBgn0033988
LDECv5g02081	FBgn0083976
LDECv5g02097	FBgn0051388
LDECv5g02271	FBgn0033257
LDECv5g02277	FBgn0030364
LDECv5g02288	FBgn0053262
LDECv5g02293	FBgn0053557
LDECv5g02306	FBgn0030096
LDECv5g02307	FBgn0266670
LDECv5g02319	FBgn0030217
LDECv5g02320	FBgn0265101
LDECv5g02335	FBgn0034271
LDECv5g02343	FBgn0030763
LDECv5g02346	FBgn0034959
LDECv5g02370	FBgn0035251
LDECv5g02372	FBgn0036687
LDECv5g02376	FBgn0052281
LDECv5g02385	FBgn0024194
LDECv5g02394	FBgn0013347
LDECv5g02408	FBgn0037185
LDECv5g02409	FBgn0028744
LDECv5g02411	FBgn0036306
LDECv5g02424	FBgn0040575
LDECv5g02425	FBgn0037753
LDECv5g02438	FBgn0058045
LDECv5g02476	FBgn0035035
LDECv5g02479	FBgn0001341
LDECv5g02483	FBgn0030598
LDECv5g02484	FBgn0030596
LDECv5g02490	FBgn0266435
LDECv5g02515	FBgn0026369
LDECv5g02558	FBgn0263757
LDECv5g02583	FBgn0042119
LDECv5g02589	FBgn0033728
LDECv5g02600	FBgn0029913
LDECv5g02605	FBgn0030883
LDECv5g02608	FBgn0017567
LDECv5g02611	FBgn0029861
LDECv5g02631	FBgn0035624
LDECv5g02642	FBgn0035102
LDECv5g02649	FBgn0023535
LDECv5g02665	FBgn0035918
LDECv5g02673	FBgn0035490
LDECv5g02676	FBgn0034957
LDECv5g02680	FBgn0034243
LDECv5g02702	FBgn0011573
LDECv5g02704	FBgn0036489
LDECv5g02705	FBgn0036488
LDECv5g02707	FBgn0032870
LDECv5g02747	FBgn0028926
LDECv5g02753	FBgn0033052
LDECv5g02754	FBgn0032818
LDECv5g02767	FBgn0034697
LDECv5g02775	FBgn0030556
LDECv5g02776	FBgn0027363
LDECv5g02797	FBgn0032646
LDECv5g02808	FBgn0261437
LDECv5g02809	FBgn0037293
LDECv5g02815	FBgn0032891
LDECv5g02830	FBgn0037345
LDECv5g02836	FBgn0032478
LDECv5g02850	FBgn0032393
LDECv5g02852	FBgn0001612
LDECv5g02854	FBgn0030039
LDECv5g02855	FBgn0035831
LDECv5g02859	FBgn0033232
LDECv5g02860	FBgn0050077
LDECv5g02861	FBgn0032704
LDECv5g02865	FBgn0262559
LDECv5g02868	FBgn0030858
LDECv5g02870	FBgn0023489
LDECv5g02875	FBgn0035627
LDECv5g02876	FBgn0035203
LDECv5g02880	FBgn0004132
LDECv5g02884	FBgn0003274
LDECv5g02888	FBgn0032153
LDECv5g02895	FBgn0038452
LDECv5g02905	FBgn0015288
LDECv5g02910	FBgn0014395
LDECv5g02911	FBgn0032059
LDECv5g02934	FBgn0032205
LDECv5g02948	FBgn0259676
LDECv5g02949	FBgn0019938
LDECv5g02952	FBgn0001970
LDECv5g02961	FBgn0000500
LDECv5g02986	FBgn0032409
LDECv5g02988	FBgn0032482
LDECv5g02998	FBgn0039634
LDECv5g02999	FBgn0086707
LDECv5g03008	FBgn0052113
LDECv5g03010	FBgn0039561
LDECv5g03020	FBgn0036889
LDECv5g03022	FBgn0020270
LDECv5g03024	FBgn0030344
LDECv5g03029	FBgn0027526
LDECv5g03033	FBgn0050476
LDECv5g03035	FBgn0036298
LDECv5g03055	FBgn0261381
LDECv5g03146	FBgn0031639
LDECv5g03153	FBgn0016715
LDECv5g03158	FBgn0036691
LDECv5g03186	FBgn0033379
LDECv5g03189	FBgn0032877
LDECv5g03225	FBgn0039868
LDECv5g03226	FBgn0015391
LDECv5g03233	FBgn0036105
LDECv5g03248	FBgn0003977
LDECv5g03249	FBgn0286506
LDECv5g03259	FBgn0030478
LDECv5g03261	FBgn0022786
LDECv5g03263	FBgn0034214
LDECv5g03264	FBgn0022029
LDECv5g03267	FBgn0025716
LDECv5g03279	FBgn0259483
LDECv5g03288	FBgn0000543
LDECv5g03291	FBgn0037008
LDECv5g03292	FBgn0035622
LDECv5g03295	FBgn0011726
LDECv5g03296	FBgn0035960
LDECv5g03307	FBgn0028467
LDECv5g03334	FBgn0003483
LDECv5g03343	FBgn0037540
LDECv5g03358	FBgn0027085
LDECv5g03359	FBgn0030969
LDECv5g03372	FBgn0029975
LDECv5g03377	FBgn0001104
LDECv5g03393	FBgn0015296
LDECv5g03396	FBgn0038385
LDECv5g03409	FBgn0043903
LDECv5g03411	FBgn0036476
LDECv5g03412	FBgn0039016
LDECv5g03416	FBgn0266671
LDECv5g03417	FBgn0015553
LDECv5g03419	FBgn0261799
LDECv5g03421	FBgn0005390
LDECv5g03428	FBgn0035471
LDECv5g03430	FBgn0028468
LDECv5g03437	FBgn0039459
LDECv5g03446	FBgn0036781
LDECv5g03451	FBgn0010269
LDECv5g03473	FBgn0038304
LDECv5g03505	FBgn0001202
LDECv5g03508	FBgn0033350
LDECv5g03517	FBgn0040697
LDECv5g03523	FBgn0027358
LDECv5g03527	FBgn0037884
LDECv5g03530	FBgn0031209
LDECv5g03554	FBgn0035414
LDECv5g03558	FBgn0034498
LDECv5g03568	FBgn0015295
LDECv5g03572	FBgn0034972
LDECv5g03592	FBgn0038110
LDECv5g03611	FBgn0032225
LDECv5g03613	FBgn0039914
LDECv5g03615	FBgn0028695
LDECv5g03630	FBgn0052076
LDECv5g03635	FBgn0035383
LDECv5g03686	FBgn0040239
LDECv5g03736	FBgn0030305
LDECv5g03767	FBgn0038727
LDECv5g03772	FBgn0033428
LDECv5g03800	FBgn0067102
LDECv5g03811	FBgn0016126
LDECv5g03812	FBgn0038320
LDECv5g03813	FBgn0250791
LDECv5g03823	FBgn0017482
LDECv5g03836	FBgn0289122
LDECv5g03840	FBgn0040348
LDECv5g03848	FBgn0038912
LDECv5g03854	FBgn0004832
LDECv5g03858	FBgn0283666
LDECv5g03876	FBgn0026722
LDECv5g03894	FBgn0003391
LDECv5g03916	FBgn0046685
LDECv5g03936	FBgn0027572
LDECv5g03956	FBgn0284244
LDECv5g03961	FBgn0035149
LDECv5g03963	FBgn0034558
LDECv5g03964	FBgn0031770
LDECv5g03979	FBgn0038853
LDECv5g03994	FBgn0032228
LDECv5g04006	FBgn0032242
LDECv5g04026	FBgn0010620
LDECv5g04027	FBgn0039038
LDECv5g04029	FBgn0039907
LDECv5g04043	FBgn0032136
LDECv5g04055	FBgn0010215
LDECv5g04061	FBgn0026634
LDECv5g04091	FBgn0027788
LDECv5g04097	FBgn0031286
LDECv5g04100	FBgn0011016
LDECv5g04106	FBgn0052590
LDECv5g04107	FBgn0039013
LDECv5g04114	FBgn0263278
LDECv5g04118	FBgn0033482
LDECv5g04119	FBgn0025186
LDECv5g04120	FBgn0024846
LDECv5g04135	FBgn0038000
LDECv5g04163	FBgn0034000
LDECv5g04177	FBgn0028897
LDECv5g04207	FBgn0259241
LDECv5g04210	FBgn0010380
LDECv5g04213	FBgn0039112
LDECv5g04229	FBgn0035056
LDECv5g04248	FBgn0028684
LDECv5g04258	FBgn0033392
LDECv5g04262	FBgn0037473
LDECv5g04266	FBgn0026316
LDECv5g04269	FBgn0039180
LDECv5g04271	FBgn0035150
LDECv5g04277	FBgn0037329
LDECv5g04291	FBgn0020616
LDECv5g04293	FBgn0010660
LDECv5g04294	FBgn0027582
LDECv5g04295	FBgn0029977
LDECv5g04299	FBgn0035537
LDECv5g04300	FBgn0039463
LDECv5g04306	FBgn0003082
LDECv5g04307	FBgn0051852
LDECv5g04308	FBgn0035866
LDECv5g04320	FBgn0039429
LDECv5g04324	FBgn0036340
LDECv5g04326	FBgn0035709
LDECv5g04327	FBgn0038928
LDECv5g04357	FBgn0086908
LDECv5g04360	FBgn0038331
LDECv5g04370	FBgn0034279
LDECv5g04377	FBgn0035271
LDECv5g04397	FBgn0044871
LDECv5g04400	FBgn0033989
LDECv5g04427	FBgn0053977
LDECv5g04444	FBgn0032235
LDECv5g04454	FBgn0259482
LDECv5g04455	FBgn0040346
LDECv5g04485	FBgn0267823
LDECv5g04491	FBgn0026207
LDECv5g04509	FBgn0263831
LDECv5g04512	FBgn0031957
LDECv5g04521	FBgn0034061
LDECv5g04526	FBgn0261723
LDECv5g04539	FBgn0037780
LDECv5g04544	FBgn0083983
LDECv5g04546	FBgn0036210
LDECv5g04565	FBgn0037561
LDECv5g04569	FBgn0052133
LDECv5g04573	FBgn0290324
LDECv5g04574	FBgn0023167
LDECv5g04579	FBgn0032346
LDECv5g04582	FBgn0034223
LDECv5g04602	FBgn0027329
LDECv5g04603	FBgn0004106
LDECv5g04605	FBgn0001185
LDECv5g04616	FBgn0024913
LDECv5g04621	FBgn0025815
LDECv5g04641	FBgn0022069
LDECv5g04645	FBgn0034948
LDECv5g04647	FBgn0032287
LDECv5g04652	FBgn0051223
LDECv5g04653	FBgn0023514
LDECv5g04659	FBgn0040394
LDECv5g04663	FBgn0011715
LDECv5g04688	FBgn0001941
LDECv5g04717	FBgn0031598
LDECv5g04718	FBgn0031310
LDECv5g04723	FBgn0038272
LDECv5g04731	FBgn0284254
LDECv5g04732	FBgn0034814
LDECv5g04742	FBgn0040623
LDECv5g04757	FBgn0039867
LDECv5g04759	FBgn0265190
LDECv5g04761	FBgn0035640
LDECv5g04767	FBgn0035575
LDECv5g04770	FBgn0037073
LDECv5g04779	FBgn0010356
LDECv5g04780	FBgn0261789
LDECv5g04781	FBgn0032690
LDECv5g04784	FBgn0001983
LDECv5g04789	FBgn0086445
LDECv5g04836	FBgn0020880
LDECv5g04842	FBgn0028970
LDECv5g04876	FBgn0036335
LDECv5g04877	FBgn0032741
LDECv5g04880	FBgn0032350
LDECv5g04881	FBgn0039555
LDECv5g04886	FBgn0031773
LDECv5g04903	FBgn0037436
LDECv5g04911	FBgn0032053
LDECv5g04913	FBgn0011701
LDECv5g04922	FBgn0261436
LDECv5g04923	FBgn0000644
LDECv5g04934	FBgn0026679
LDECv5g04938	FBgn0030944
LDECv5g04939	FBgn0030943
LDECv5g04946	FBgn0026738
LDECv5g04961	FBgn0035401
LDECv5g04963	FBgn0035873
LDECv5g04964	FBgn0085491
LDECv5g04985	FBgn0037880
LDECv5g04986	FBgn0003141
LDECv5g04987	FBgn0085257
LDECv5g04988	FBgn0022027
LDECv5g05010	FBgn0032945
LDECv5g05012	FBgn0035799
LDECv5g05019	FBgn0010238
LDECv5g05022	FBgn0053138
LDECv5g05033	FBgn0000658
LDECv5g05037	FBgn0038149
LDECv5g05040	FBgn0040273
LDECv5g05055	FBgn0014411
LDECv5g05064	FBgn0010407
LDECv5g05082	FBgn0039566
LDECv5g05089	FBgn0037660
LDECv5g05095	FBgn0039900
LDECv5g05100	FBgn0263606
LDECv5g05107	FBgn0038371
LDECv5g05109	FBgn0038376
LDECv5g05112	FBgn0030417
LDECv5g05113	FBgn0030395
LDECv5g05117	FBgn0030572
LDECv5g05120	FBgn0035468
LDECv5g05122	FBgn0050051
LDECv5g05138	FBgn0264810
LDECv5g05140	FBgn0038901
LDECv5g05145	FBgn0036812
LDECv5g05147	FBgn0027535
LDECv5g05148	FBgn0031321
LDECv5g05158	FBgn0027093
LDECv5g05161	FBgn0034748
LDECv5g05171	FBgn0266724
LDECv5g05174	FBgn0031094
LDECv5g05181	FBgn0263600
LDECv5g05183	FBgn0036886
LDECv5g05184	FBgn0023175
LDECv5g05191	FBgn0052040
LDECv5g05193	FBgn0001170
LDECv5g05194	FBgn0036937
LDECv5g05197	FBgn0030327
LDECv5g05199	FBgn0036834
LDECv5g05207	FBgn0263510
LDECv5g05219	FBgn0031305
LDECv5g05229	FBgn0024986
LDECv5g05232	FBgn0026876
LDECv5g05234	FBgn0290431
LDECv5g05291	FBgn0000115
LDECv5g05292	FBgn0034084
LDECv5g05297	FBgn0033710
LDECv5g05307	FBgn0030449
LDECv5g05308	FBgn0035337
LDECv5g05319	FBgn0050022
LDECv5g05340	FBgn0029885
LDECv5g05341	FBgn0051133
LDECv5g05346	FBgn0053696
LDECv5g05350	FBgn0035724
LDECv5g05351	FBgn0052177
LDECv5g05356	FBgn0033529
LDECv5g05364	FBgn0086130
LDECv5g05368	FBgn0259481
LDECv5g05377	FBgn0037270
LDECv5g05382	FBgn0032444
LDECv5g05384	FBgn0031356
LDECv5g05391	FBgn0003965
LDECv5g05403	FBgn0024364
LDECv5g05404	FBgn0052649
LDECv5g05418	FBgn0260407
LDECv5g05419	FBgn0034310
LDECv5g05429	FBgn0050338
LDECv5g05461	FBgn0034654
LDECv5g05473	FBgn0034177
LDECv5g05474	FBgn0036300
LDECv5g05475	FBgn0038360
LDECv5g05476	FBgn0033761
LDECv5g05515	FBgn0052238
LDECv5g05541	FBgn0021742
LDECv5g05550	FBgn0034276
LDECv5g05553	FBgn0037023
LDECv5g05556	FBgn0031284
LDECv5g05565	FBgn0010240
LDECv5g05596	FBgn0002561
LDECv5g05622	FBgn0031381
LDECv5g05631	FBgn0030871
LDECv5g05648	FBgn0260456
LDECv5g05653	FBgn0034231
LDECv5g05654	FBgn0284256
LDECv5g05691	FBgn0031426
LDECv5g05692	FBgn0033264
LDECv5g05697	FBgn0052499
LDECv5g05707	FBgn0030584
LDECv5g05709	FBgn0000018
LDECv5g05715	FBgn0261575
LDECv5g05770	FBgn0031476
LDECv5g05792	FBgn0025682
LDECv5g05796	FBgn0031536
LDECv5g05797	FBgn0265464
LDECv5g05826	FBgn0036213
LDECv5g05831	FBgn0040383
LDECv5g05851	FBgn0028482
LDECv5g05876	FBgn0038607
LDECv5g05880	FBgn0028693
LDECv5g05885	FBgn0030991
LDECv5g05888	FBgn0261986
LDECv5g05889	FBgn0036760
LDECv5g05891	FBgn0052702
LDECv5g05893	FBgn0033548
LDECv5g05895	FBgn0036671
LDECv5g05899	FBgn0030786
LDECv5g05919	FBgn0004650
LDECv5g05935	FBgn0002789
LDECv5g05936	FBgn0025334
LDECv5g05949	FBgn0037019
LDECv5g05950	FBgn0024833
LDECv5g05951	FBgn0086785
LDECv5g05977	FBgn0032884
LDECv5g05987	FBgn0000477
LDECv5g05992	FBgn0034001
LDECv5g05993	FBgn0029158
LDECv5g05998	FBgn0037798
LDECv5g05999	FBgn0037797
LDECv5g06003	FBgn0031600
LDECv5g06012	FBgn0029839
LDECv5g06013	FBgn0037377
LDECv5g06021	FBgn0031611
LDECv5g06025	FBgn0032214
LDECv5g06027	FBgn0262685
LDECv5g06053	FBgn0025743
LDECv5g06056	FBgn0025626
LDECv5g06078	FBgn0031261
LDECv5g06092	FBgn0031659
LDECv5g06094	FBgn0038511
LDECv5g06097	FBgn0037059
LDECv5g06099	FBgn0052645
LDECv5g06100	FBgn0052069
LDECv5g06101	FBgn0032524
LDECv5g06104	FBgn0003065
LDECv5g06118	FBgn0029944
LDECv5g06120	FBgn0015615
LDECv5g06134	FBgn0029114
LDECv5g06155	FBgn0026778
LDECv5g06157	FBgn0020391
LDECv5g06159	FBgn0038043
LDECv5g06160	FBgn0264694
LDECv5g06161	FBgn0033656
LDECv5g06162	FBgn0259832
LDECv5g06167	FBgn0033679
LDECv5g06174	FBgn0054039
LDECv5g06176	FBgn0021874
LDECv5g06177	FBgn0035243
LDECv5g06195	FBgn0034476
LDECv5g06210	FBgn0029175
LDECv5g06211	FBgn0010409
LDECv5g06216	FBgn0038640
LDECv5g06235	FBgn0038869
LDECv5g06241	FBgn0039233
LDECv5g06252	FBgn0040751
LDECv5g06258	FBgn0039728
LDECv5g06263	FBgn0285911
LDECv5g06267	FBgn0033737
LDECv5g06275	FBgn0266674
LDECv5g06276	FBgn0022344
LDECv5g06288	FBgn0003942
LDECv5g06297	FBgn0284436
LDECv5g06304	FBgn0014861
LDECv5g06311	FBgn0069242
LDECv5g06312	FBgn0000119
LDECv5g06322	FBgn0032015
LDECv5g06331	FBgn0039509
LDECv5g06332	FBgn0026371
LDECv5g06333	FBgn0035603
LDECv5g06340	FBgn0037962
LDECv5g06395	FBgn0260464
LDECv5g06396	FBgn0033191
LDECv5g06397	FBgn0037671
LDECv5g06416	FBgn0038903
LDECv5g06424	FBgn0034422
LDECv5g06441	FBgn0027091
LDECv5g06443	FBgn0267824
LDECv5g06484	FBgn0036314
LDECv5g06506	FBgn0002736
LDECv5g06510	FBgn0024996
LDECv5g06517	FBgn0037911
LDECv5g06521	FBgn0027490
LDECv5g06522	FBgn0038585
LDECv5g06524	FBgn0029502
LDECv5g06531	FBgn0266723
LDECv5g06536	FBgn0036857
LDECv5g06546	FBgn0038432
LDECv5g06563	FBgn0036500
LDECv5g06593	FBgn0039167
LDECv5g06596	FBgn0030574
LDECv5g06606	FBgn0039623
LDECv5g06612	FBgn0030396
LDECv5g06614	FBgn0039943
LDECv5g06618	FBgn0260855
LDECv5g06642	FBgn0031753
LDECv5g06646	FBgn0046706
LDECv5g06657	FBgn0022097
LDECv5g06664	FBgn0287204
LDECv5g06668	FBgn0010247
LDECv5g06713	FBgn0010220
LDECv5g06719	FBgn0013548
LDECv5g06721	FBgn0260750
LDECv5g06724	FBgn0031573
LDECv5g06725	FBgn0023170
LDECv5g06726	FBgn0023129
LDECv5g06730	FBgn0039589
LDECv5g06737	FBgn0031488
LDECv5g06761	FBgn0024188
LDECv5g06763	FBgn0051156
LDECv5g06772	FBgn0036936
LDECv5g06776	FBgn0013973
LDECv5g06780	FBgn0037220
LDECv5g06786	FBgn0003502
LDECv5g06806	FBgn0031315
LDECv5g06812	FBgn0250850
LDECv5g06813	FBgn0035421
LDECv5g06834	FBgn0001075
LDECv5g06835	FBgn0051390
LDECv5g06843	FBgn0260972
LDECv5g06847	FBgn0032477
LDECv5g06848	FBgn0051849
LDECv5g06856	FBgn0039025
LDECv5g06861	FBgn0035109
LDECv5g06871	FBgn0031550
LDECv5g06881	FBgn0243513
LDECv5g06882	FBgn0027453
LDECv5g06885	FBgn0031979
LDECv5g06907	FBgn0034066
LDECv5g06917	FBgn0035462
LDECv5g06918	FBgn0026751
LDECv5g06920	FBgn0023096
LDECv5g06924	FBgn0038546
LDECv5g06926	FBgn0010520
LDECv5g06945	FBgn0040475
LDECv5g06953	FBgn0036935
LDECv5g06962	FBgn0032598
LDECv5g06967	FBgn0036643
LDECv5g06970	FBgn0031655
LDECv5g06974	FBgn0031959
LDECv5g06978	FBgn0032022
LDECv5g06980	FBgn0064115
LDECv5g06981	FBgn0004407
LDECv5g06983	FBgn0029789
LDECv5g06988	FBgn0030799
LDECv5g06996	FBgn0039689
LDECv5g07000	FBgn0032481
LDECv5g07002	FBgn0039674
LDECv5g07010	FBgn0033556
LDECv5g07018	FBgn0029804
LDECv5g07020	FBgn0037382
LDECv5g07026	FBgn0035952
LDECv5g07031	FBgn0033948
LDECv5g07036	FBgn0035785
LDECv5g07074	FBgn0034488
LDECv5g07078	FBgn0053544
LDECv5g07082	FBgn0027783
LDECv5g07090	FBgn0034162
LDECv5g07099	FBgn0035328
LDECv5g07101	FBgn0041709
LDECv5g07112	FBgn0039896
LDECv5g07115	FBgn0034183
LDECv5g07126	FBgn0052350
LDECv5g07128	FBgn0024973
LDECv5g07132	FBgn0266667
LDECv5g07134	FBgn0266369
LDECv5g07135	FBgn0015376
LDECv5g07147	FBgn0035148
LDECv5g07149	FBgn0039189
LDECv5g07153	FBgn0028992
LDECv5g07156	FBgn0053635
LDECv5g07195	FBgn0036242
LDECv5g07202	FBgn0010438
LDECv5g07217	FBgn0053158
LDECv5g07220	FBgn0037875
LDECv5g07223	FBgn0285937
LDECv5g07227	FBgn0037549
LDECv5g07229	FBgn0005696
LDECv5g07234	FBgn0053527
LDECv5g07244	FBgn0040534
LDECv5g07246	FBgn0037622
LDECv5g07247	FBgn0025832
LDECv5g07263	FBgn0260995
LDECv5g07286	FBgn0030011
LDECv5g07292	FBgn0031478
LDECv5g07305	FBgn0017577
LDECv5g07347	FBgn0039654
LDECv5g07348	FBgn0034567
LDECv5g07361	FBgn0032217
LDECv5g07363	FBgn0031314
LDECv5g07367	FBgn0034986
LDECv5g07404	FBgn0030004
LDECv5g07418	FBgn0085454
LDECv5g07479	FBgn0038170
LDECv5g07485	FBgn0023181
LDECv5g07495	FBgn0026079
LDECv5g07504	FBgn0004864
LDECv5g07510	FBgn0033153
LDECv5g07513	FBgn0026582
LDECv5g07517	FBgn0034401
LDECv5g07529	FBgn0034030
LDECv5g07531	FBgn0034564
LDECv5g07574	FBgn0037687
LDECv5g07575	FBgn0034035
LDECv5g07581	FBgn0022213
LDECv5g07594	FBgn0033624
LDECv5g07595	FBgn0038808
LDECv5g07598	FBgn0033169
LDECv5g07600	FBgn0003206
LDECv5g07601	FBgn0024956
LDECv5g07604	FBgn0033341
LDECv5g07606	FBgn0039004
LDECv5g07607	FBgn0260962
LDECv5g07611	FBgn0037574
LDECv5g07619	FBgn0034733
LDECv5g07655	FBgn0033199
LDECv5g07659	FBgn0035644
LDECv5g07662	FBgn0266722
LDECv5g07664	FBgn0005674
LDECv5g07679	FBgn0035947
LDECv5g07684	FBgn0040268
LDECv5g07691	FBgn0052409
LDECv5g07692	FBgn0032419
LDECv5g07699	FBgn0028382
LDECv5g07700	FBgn0025808
LDECv5g07703	FBgn0032919
LDECv5g07705	FBgn0036984
LDECv5g07708	FBgn0030960
LDECv5g07712	FBgn0038723
LDECv5g07716	FBgn0033899
LDECv5g07722	FBgn0288470
LDECv5g07724	FBgn0040211
LDECv5g07725	FBgn0027600
LDECv5g07727	FBgn0031196
LDECv5g07734	FBgn0034050
LDECv5g07747	FBgn0032907
LDECv5g07748	FBgn0052418
LDECv5g07760	FBgn0030528
LDECv5g07761	FBgn0035336
LDECv5g07769	FBgn0026432
LDECv5g07777	FBgn0061362
LDECv5g07781	FBgn0028648
LDECv5g07790	FBgn0020407
LDECv5g07795	FBgn0038426
LDECv5g07796	FBgn0036847
LDECv5g07797	FBgn0051251
LDECv5g07806	FBgn0032421
LDECv5g07807	FBgn0032420
LDECv5g07816	FBgn0035398
LDECv5g07825	FBgn0039829
LDECv5g07843	FBgn0036514
LDECv5g07855	FBgn0031307
LDECv5g07857	FBgn0283525
LDECv5g07868	FBgn0028687
LDECv5g07875	FBgn0039415
LDECv5g07881	FBgn0037301
LDECv5g07895	FBgn0034073
LDECv5g07903	FBgn0038989
LDECv5g07910	FBgn0039464
LDECv5g07916	FBgn0266569
LDECv5g07931	FBgn0037899
LDECv5g07932	FBgn0031224
LDECv5g07946	FBgn0032250
LDECv5g07947	FBgn0023527
LDECv5g07950	FBgn0030063
LDECv5g07951	FBgn0038045
LDECv5g07953	FBgn0032292
LDECv5g07959	FBgn0038674
LDECv5g07963	FBgn0051195
LDECv5g07967	FBgn0027508
LDECv5g07989	FBgn0039336
LDECv5g07992	FBgn0261592
LDECv5g07999	FBgn0039155
LDECv5g08036	FBgn0039357
LDECv5g08037	FBgn0023477
LDECv5g08045	FBgn0262801
LDECv5g08048	FBgn0037809
LDECv5g08052	FBgn0037709
LDECv5g08053	FBgn0086346
LDECv5g08062	FBgn0044046
LDECv5g08063	FBgn0029906
LDECv5g08088	FBgn0003751
LDECv5g08114	FBgn0270928
LDECv5g08119	FBgn0032248
LDECv5g08126	FBgn0030086
